Sat Jul 30 22:16:00 2022    output.dat

         4156758 function calls (3123299 primitive calls) in 14.951 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:518(decorating_function)
        7    0.000    0.000    0.002    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2349(normalize_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1103(ParserElement)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\copy.py:1(<module>)
        1    0.000    0.000    0.010    0.010 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\header.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:302(decorator)
      270    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\errors.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.000    0.000 c:\Users\Babaji\OneDrive\Desktop\Boids_Flocking_Simulation\BoidsFlocking-QuadTree-SpatialHashing.py:182(__init__)
       81    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       19    0.000    0.000    0.002    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1609(_has)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.004    0.004 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\freetype.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:549(_)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_musllinux.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\contextlib.py:252(contextmanager)
        2    0.000    0.000    0.002    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1129(resource_exists)
        7    0.000    0.000    0.005    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1427(get_metadata_lines)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1616(<setcomp>)
       17    0.000    0.000    0.002    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1407(has_metadata)
        4    0.000    0.000    0.011    0.003 <frozen importlib._bootstrap_external>:1174(create_module)
       22    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1940(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:415(__getitem__)
        2    0.000    0.000    0.004    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1145(resource_stream)
        7    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1193(__getitem__)
       16    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1204(setResultsName)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:980(__or__)
        1    0.000    0.000    0.023    0.023 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\feedparser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1973(find_distributions)
        1    0.000    0.000    0.005    0.005 C:\Users\Babaji\miniconda3\envs\Boids\lib\bz2.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:65(wraps)
        2    0.000    0.000    0.006    0.003 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\pkgdata.py:47(getResource)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1187(copy_with)
        1    0.000    0.000    0.005    0.005 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:257(Version)
       59    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\abc.py:7(abstractmethod)
       24    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\ntpath.py:214(basename)
       23    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\types.py:176(__get__)
       11    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3851(__init__)
       41    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1233(<genexpr>)
       97    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.024    0.024 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\pprint.py:106(PrettyPrinter)
       28    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\posixpath.py:41(_get_sep)
        1    0.000    0.000    0.013    0.013 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:299(Specifier)
       31    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1142(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:470(__setattr__)
       24    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1404(_get_metadata_path)
        2    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2266(__new__)
       95    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:203(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:89(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:483(_create_)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4757(<lambda>)
       13    0.000    0.000    0.002    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3272(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:99(_extend_docstrings)
       29    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:222(<setcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:818(dispatch)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:844(register)
        1    0.000    0.000    0.003    0.003 C:\Users\Babaji\miniconda3\envs\Boids\lib\xml\parsers\expat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:21(_register)
        1    0.000    0.000    0.002    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\pprint.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2559(is_version_line)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\tokenize.py:390(open)
        1    0.000    0.000    0.002    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:227(LegacySpecifier)
        8    0.000    0.000    0.008    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2776(_get_version)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2310(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2567(Distribution)
       17    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_adapters.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:368(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:57(find_spec)
       23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\traceback.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:287(_require_version_compare)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:1(<module>)
        1    0.000    0.000    0.019    0.019 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1069(wrapper)
        8    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        2    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1900(get_metadata)
       76    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       78    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2052(leaveWhitespace)
       25    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:526(_nonblank)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tempfile.py:638(SpooledTemporaryFile)
        2    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4681(originalTextFor)
        1    0.000    0.000    0.003    0.003 C:\Users\Babaji\miniconda3\envs\Boids\lib\linecache.py:80(updatecache)
        1    0.000    0.000    0.023    0.023 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\sysfont.py:360(initsysfonts)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.262    0.262 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\pkgdata.py:1(<module>)
        2    0.000    0.000    0.002    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1916(get_metadata_lines)
        4    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1593(_setup_prefix)
        1    0.000    0.000    0.002    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:776(ZipExtFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:39(BaseSpecifier)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2246(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2503(IO)
     12/2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1926(makeOptionalList)
       13    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:664(__iter__)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:252(WordSet)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3945(__str__)
       14    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2026(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:90(_IndividualSpecifier)
        2    0.000    0.000    0.003    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1618(get_resource_stream)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\string.py:69(__init_subclass__)
        1    0.000    0.000    0.018    0.018 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:565(_build_master)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2045(suppress)
       34    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:1190(ZipFile)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:54(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3935(__init__)
        3    0.000    0.000    0.004    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1608(parseString)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:1026(_decompose)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:978(clear)
       10    0.000    0.000    0.014    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2017(_by_version_descending)
      4/3    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3859(parseImpl)
        2    0.000    0.000    0.002    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4763(srange)
       42    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       94    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4890(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:321(epoch)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3138(_always_object)
        2    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1401(has_resource)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:324(ParseResults)
       14    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3230(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tokenize.py:297(detect_encoding)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\pkgutil.py:407(get_importer)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:664(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1703(ZipProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\sysfont.py:289(create_aliases)
       11    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:479(lru_cache)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\genericpath.py:27(isfile)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\inspect.py:606(getmro)
      6/5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4003(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:620(SpecifierSet)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\os.py:674(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:223(_check_generic)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:549(WorkingSet)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2422(EntryPoint)
       31    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\dataclasses.py:252(Field)
       24    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.289    0.289 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pygame\sysfont.py:403(SysFont)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\encoders.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:590(_find_data_type)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:344(local)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\io.py:60(__getattr__)
    29/24    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\abc.py:121(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\collections\__init__.py:402(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:133(_declare_state)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:298(_tp_cache)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1106(__mro_entries__)
       15    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1216(<genexpr>)
       42    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:219(<listcomp>)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:496(popitem)
       10    0.000    0.000    0.002    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2122(safe_listdir)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\base64mime.py:1(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:722(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4825(tokenMap)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:336(post)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2991(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3508(__str__)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_abc.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_parseaddr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\__init__.py:1(<module>)
       65    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:37(FoldedCase)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\os.py:746(encodekey)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:112(Policy)
       23    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\abc.py:110(register)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:106(LegacyVersion)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_compression.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1841(__radd__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\lzma.py:38(LZMAFile)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:326(release)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2616(TextIO)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:96(ExceptionTrap)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:331(pre)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tempfile.py:782(TemporaryDirectory)
        6    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3098(__init__)
